dma_1_lps,dma_2_lps,dma_3_lps,dma_4_lps,dma_5_lps,dma_6_lps,dma_7_lps,dma_8_lps,dma_9_lps,dma_10_lps,timestamp,rainfall_mm,temperature_c,humidity_pct,windspeed_kmh,total_demand_lps
9.355,8.65,4.1825,51.0475,86.72,7.7825,26.545,27.225,22.185,31.96,2021-11-29 12:00:00,0.0,8.6,57.0,39.0,275.6525
10.2875,8.6575,4.0725,39.395,86.695,10.0475,26.945,27.455,21.46,30.265,2021-11-29 13:00:00,0.0,8.5,55.0,36.0,265.28
9.41,8.345,3.89,34.215,81.7275,8.565,24.94,26.0175,21.6925,29.67,2021-11-29 14:00:00,0.0,8.5,53.0,36.0,248.47250000000003
8.47,8.32,3.65,35.775,78.7575,8.93250000000001,22.75,24.3775,20.5775,29.505,2021-11-29 15:00:00,0.0,8.0,56.0,34.0,241.115
6.835,8.4575,3.695,34.0475,76.0625,9.02,22.325,24.83,20.22,27.8425,2021-11-29 16:00:00,0.0,7.8,58.0,28.0,233.33499999999998
5.985,8.5325,3.4875,33.79,79.54,8.4875,23.3725,24.44,19.6875,27.685,2021-11-29 17:00:00,0.0,7.3,60.0,37.0,235.00750000000002
6.3825,8.4325,4.285,32.825,82.7225,8.98,25.6425,23.995,18.3075,26.0425,2021-11-29 18:00:00,0.0,7.4,60.0,27.0,237.61499999999998
7.1025,9.01,4.375,38.425,89.195,10.505,28.785,25.335,19.99,27.175,2021-11-29 19:00:00,0.0,7.2,58.0,28.0,259.8975
8.225,9.2525,4.4725,41.0025,91.2125,9.64999999999998,28.3775,24.6425,17.0125,25.6725,2021-11-29 20:00:00,0.0,6.9,60.0,32.0,259.52
6.845,8.7575,4.1475,38.455,81.7825,9.13250000000001,27.17,22.525,17.0675,24.7225,2021-11-29 21:00:00,0.0,7.1,58.0,33.0,240.60500000000002
5.6675,7.9375,3.2775,33.455,72.7075,7.56500000000001,23.135,20.21,17.86,23.7175,2021-11-29 22:00:00,0.0,6.4,60.0,31.0,215.5325
5.1375,7.61,2.795,32.925,65.9975,7.44500000000001,21.2925,18.0075,16.0,21.75,2021-11-29 23:00:00,0.0,6.2,61.0,28.0,198.96
5.37,7.2375,2.535,25.025,58.4225,7.0475,18.085,14.3425,15.1475,19.115,2021-11-30 00:00:00,0.0,5.9,59.0,26.0,172.32750000000001
5.665,7.115,2.42,21.0725,52.555,6.72999999999999,15.375,12.6425,15.98,19.475,2021-11-30 01:00:00,0.0,5.2,55.0,21.0,159.02999999999997
14.98,6.9675,2.2475,22.2825,51.1875,6.255,15.2075,11.87,15.6775,19.935,2021-11-30 02:00:00,0.0,5.3,52.0,11.0,166.60999999999999
4.33,6.95,2.215,27.3325,50.82,6.56250000000001,14.95,12.1725,17.4675,22.6525,2021-11-30 03:00:00,0.0,5.4,51.0,6.0,165.45250000000001
4.3575,7.08,2.225,27.365,51.6525,6.08499999999999,15.3125,12.0,15.1425,19.64,2021-11-30 04:00:00,0.0,4.9,57.0,6.0,160.86
4.5875,7.3575,2.575,29.6275,54.7275,7.66750000000002,16.1275,13.35,17.4525,23.46,2021-11-30 05:00:00,0.0,4.6,53.0,5.0,176.93250000000003
6.1775,8.265,3.74,35.2975,70.545,7.45250000000002,21.35,17.5525,17.0475,24.38,2021-11-30 06:00:00,0.0,4.4,61.0,6.0,211.8075
8.07,9.54,4.8425,42.2925,100.295,9.54249999999999,31.85,26.96,18.17,27.0225,2021-11-30 07:00:00,0.0,4.2,61.0,6.0,278.585
9.62,9.56,4.6825,39.8825,100.2275,8.92500000000001,31.3675,30.13,19.9275,29.775,2021-11-30 08:00:00,0.0,4.7,56.0,5.0,284.0975
9.6225,9.2875,4.195,39.18,91.66,8.89749999999998,29.4575,30.6425,22.3725,32.9425,2021-11-30 09:00:00,0.0,6.4,50.0,6.0,278.2575
9.1675,9.1175,4.085,37.5225,89.04,9.0325,27.6625,28.025,21.24,31.1625,2021-11-30 10:00:00,0.0,8.0,41.0,5.0,266.055
8.8275,8.84,3.815,38.4725,83.625,9.9375,26.24,26.955,24.57,34.0775,2021-11-30 11:00:00,0.0,9.0,44.0,6.0,265.35999999999996
8.93,8.985,3.975,38.1275,83.7325,8.23499999999999,25.2525,27.85,19.45,29.185,2021-11-30 12:00:00,0.0,8.7,56.0,7.0,253.72249999999997
9.72,9.0,4.11,40.0775,84.275,11.07,27.3025,26.41,20.14,29.235,2021-11-30 13:00:00,0.0,9.1,63.0,8.0,261.34000000000003
9.9025,8.8675,3.785,36.12,80.3125,7.9675,24.63,24.73,21.45,30.095,2021-11-30 14:00:00,0.0,9.3,51.0,15.0,247.85999999999999
9.495,8.675,3.68,34.8525,78.465,8.82250000000001,23.835,24.3025,20.365,29.7925,2021-11-30 15:00:00,0.0,9.7,57.0,12.0,242.28500000000005
8.15,8.5575,3.5675,34.1225,77.4725,9.89749999999999,24.0475,24.17,20.475,31.2375,2021-11-30 16:00:00,0.0,9.8,52.0,20.0,241.69750000000002
7.68,8.8775,3.765,32.46,78.88,10.775,23.43,23.625,21.0125,30.7425,2021-11-30 17:00:00,0.0,9.0,55.0,16.0,241.2475
7.875,8.9325,4.1725,35.105,82.46,8.8775,27.0,24.785,20.485,29.7025,2021-11-30 18:00:00,0.0,7.9,57.0,13.0,249.39499999999998
8.2675,9.0125,4.4775,40.7375,88.185,10.085,27.535,24.5625,19.06,27.3725,2021-11-30 19:00:00,0.0,8.6,56.0,16.0,259.295
7.9625,9.7275,4.77,39.925,89.485,9.94499999999998,29.68,24.8325,18.775,29.62,2021-11-30 20:00:00,0.0,7.5,56.0,17.0,264.7225
6.815,9.155,4.08,35.3,82.7525,9.08,26.835,22.7575,16.755,24.67,2021-11-30 21:00:00,0.0,7.9,55.0,13.0,238.2
5.225,8.4575,3.115,31.285,73.485,8.2975,23.3025,20.1025,15.6325,22.3975,2021-11-30 22:00:00,0.0,8.2,47.0,12.0,211.3
4.665,7.7925,2.87,29.4025,67.8075,8.36,20.935,17.2125,17.19,22.785,2021-11-30 23:00:00,0.0,8.6,47.0,15.0,199.02
4.5925,7.65,2.7775,24.965,58.755,7.9175,18.9325,14.675,18.0525,22.39,2021-12-01 00:00:00,0.0,9.0,50.0,17.0,180.70750000000004
4.075,7.15,2.5325,21.0425,52.775,7.565,16.57,12.035,19.18,21.9525,2021-12-01 01:00:00,0.0,9.0,52.0,16.0,164.8775
5.0375,7.1125,2.3225,23.685,51.305,6.7625,15.82,11.965,15.4725,19.72,2021-12-01 02:00:00,0.0,8.9,56.0,16.0,159.20250000000001
5.0475,7.04,2.305,26.0525,50.885,6.61750000000001,15.12,11.9025,15.3025,20.0225,2021-12-01 03:00:00,0.0,9.0,60.0,15.0,160.29500000000002
5.04,7.2775,2.3575,25.93,52.1675,7.1425,15.34,11.7725,16.2425,21.135,2021-12-01 04:00:00,0.0,8.9,62.0,12.0,164.405
5.55,7.51,2.5475,29.5275,54.535,6.87,16.575,13.5,16.6025,22.255,2021-12-01 05:00:00,0.0,9.7,61.0,10.0,175.4725
6.95,8.6125,3.7525,35.275,70.01,8.22000000000001,21.49,17.525,17.8475,26.2625,2021-12-01 06:00:00,0.0,9.8,61.0,11.0,215.94500000000002
9.86,10.1225,4.7225,42.2,98.16,11.155,32.3025,26.7175,19.7725,29.0325,2021-12-01 07:00:00,0.0,9.1,62.0,6.0,284.045
10.13,9.92,4.44,40.4975,96.3625,9.74,32.715,30.805,20.265,29.235,2021-12-01 08:00:00,0.0,8.6,62.0,10.0,284.11000000000007
10.35,9.1975,4.2275,37.7375,91.5675,8.515,29.4575,29.01,20.6275,32.3325,2021-12-01 09:00:00,0.0,9.6,59.0,12.0,273.0225
8.805,8.8125,3.995,34.29,87.0725,9.51750000000001,28.105,27.64,21.6975,32.715,2021-12-01 10:00:00,0.0,11.2,57.0,10.0,262.65
9.51,8.4625,3.9425,33.715,82.96,8.79250000000002,25.1125,26.95,22.2125,30.79,2021-12-01 11:00:00,0.0,11.8,58.0,12.0,252.44750000000002
10.7575,8.3625,3.8,36.9425,82.995,7.77250000000001,24.445,26.1925,21.265,30.3175,2021-12-01 12:00:00,0.0,12.1,61.0,15.0,252.85000000000002
11.505,8.5925,3.6025,36.4825,83.8375,9.08250000000001,26.0075,27.7975,23.135,33.3925,2021-12-01 13:00:00,0.0,10.8,74.0,14.0,263.435
11.2775,8.2075,3.735,36.525,79.305,8.03749999999998,24.8975,25.4225,21.6625,29.8575,2021-12-01 14:00:00,0.0,10.7,74.0,11.0,248.92749999999995
9.795,7.905,3.5175,37.06,75.38,8.91500000000001,24.785,23.9125,22.955,29.94,2021-12-01 15:00:00,0.0,11.0,73.0,6.0,244.16500000000002
8.0225,8.2225,3.6925,34.4375,75.36,8.45999999999998,24.0675,24.8075,20.77,25.3175,2021-12-01 16:00:00,0.0,10.7,72.0,10.0,233.1575
7.77,8.1525,3.5425,35.155,77.645,8.69499999999999,23.775,23.3375,18.6775,23.8325,2021-12-01 17:00:00,0.9,9.8,81.0,6.0,230.5825
7.4425,8.48,3.955,33.775,81.42,8.97999999999999,27.3825,25.0175,19.2975,28.6325,2021-12-01 18:00:00,0.3,9.6,86.0,6.0,244.3825
8.3,8.9775,4.1125,39.18,88.0425,10.395,28.02,25.86,18.665,27.685,2021-12-01 19:00:00,0.0,9.7,86.0,7.0,259.2375
8.13,9.5375,4.4875,40.8075,89.3025,9.34749999999997,29.0575,25.125,17.4925,26.8075,2021-12-01 20:00:00,0.0,10.0,87.0,5.0,260.09499999999997
6.6775,8.5675,4.395,35.705,81.0,9.75,27.0175,23.0475,16.475,24.0525,2021-12-01 21:00:00,0.2,10.2,88.0,5.0,236.68750000000003
5.2825,8.0875,3.49,32.0275,73.88,7.395,23.46,19.9425,18.0525,25.0575,2021-12-01 22:00:00,0.0,10.6,88.0,5.0,216.675
5.1425,7.5175,2.9175,32.1375,67.065,7.03750000000001,20.645,16.8775,18.0575,23.305,2021-12-01 23:00:00,0.1,10.4,88.0,4.0,200.70250000000001
5.045,6.985,2.6975,25.03,58.0975,7.5,19.0525,14.26,17.5225,21.36,2021-12-02 00:00:00,0.0,10.4,88.0,4.0,177.55
5.725,6.7425,2.42,20.88,52.9525,7.49499999999999,16.145,13.135,15.5475,20.0575,2021-12-02 01:00:00,0.0,10.4,89.0,3.0,161.1
3.76,6.675,2.27,24.3525,51.1625,7.31249999999999,15.4775,12.0725,17.61,21.425,2021-12-02 02:00:00,1.2,10.3,91.0,4.0,162.1175
3.005,6.745,2.2375,26.1975,51.0475,6.95,15.115,11.3825,14.95,18.8725,2021-12-02 03:00:00,1.8,10.5,92.0,7.0,156.5025
2.63,6.9525,2.29,25.235,52.225,6.9425,15.28,11.58,15.06,19.9225,2021-12-02 04:00:00,1.2,10.6,92.0,8.0,158.1175
3.295,7.0275,2.595,27.7125,54.9825,7.75749999999999,16.2425,13.525,14.81,20.55,2021-12-02 05:00:00,2.0,10.8,93.0,5.0,168.4975
6.1225,8.0225,3.8575,36.27,70.5325,8.7475,21.86,16.535,17.1425,25.0725,2021-12-02 06:00:00,2.2,11.1,93.0,6.0,214.16250000000002
8.7125,9.4175,4.5475,43.9025,95.8575,10.0475,31.8075,25.2725,19.155,27.4825,2021-12-02 07:00:00,0.6,11.3,92.0,6.0,276.20250000000004
8.625,8.95,4.33,39.215,95.2275,8.31750000000001,29.725,28.5,20.8025,30.495,2021-12-02 08:00:00,0.5,10.4,94.0,11.0,274.1875
9.0775,8.99,4.02,37.8875,89.75,8.94250000000001,28.825,28.3225,21.1975,30.155,2021-12-02 09:00:00,0.8,10.1,94.0,14.0,267.1675
8.925,8.58,3.7325,39.88,85.295,8.015,25.835,26.6375,19.68,29.805,2021-12-02 10:00:00,0.6,10.3,92.0,8.0,256.385
8.9475,8.335,3.725,32.49,82.9325,9.24750000000002,24.2125,26.445,21.0225,30.28,2021-12-02 11:00:00,0.0,10.4,90.0,4.0,247.63750000000005
8.7225,8.24,3.665,35.135,82.005,8.33499999999999,23.9525,26.7075,20.37,29.2825,2021-12-02 12:00:00,1.0,10.0,92.0,4.0,246.41499999999996
8.6625,8.19,3.8,33.665,83.19,9.29749999999999,25.3725,27.58,20.39,29.4625,2021-12-02 13:00:00,1.3,10.0,93.0,7.0,249.60999999999999
8.97,8.3825,3.6775,33.0,79.1075,8.10250000000001,23.02,25.3475,23.5925,30.02,2021-12-02 14:00:00,0.6,10.1,91.0,9.0,243.22000000000003
8.155,8.12,3.55,34.25,77.1975,7.4525,22.515,23.495,20.445,28.445,2021-12-02 15:00:00,0.2,10.1,86.0,12.0,233.625
6.8425,8.085,3.485,34.575,75.085,8.66249999999999,22.64,24.575,20.515,27.49,2021-12-02 16:00:00,0.5,9.9,85.0,7.0,231.95499999999998
6.095,8.13,3.47,34.8275,78.945,8.89,23.495,23.59,18.7525,27.3175,2021-12-02 17:00:00,0.9,9.5,85.0,7.0,233.51250000000002
5.7975,8.525,4.02,34.625,81.86,9.6525,25.0525,24.7625,18.8075,28.0025,2021-12-02 18:00:00,0.7,8.1,79.0,21.0,241.105
6.6325,8.6675,4.1875,35.1675,87.1775,9.21999999999999,26.7725,25.0925,18.15,27.4725,2021-12-02 19:00:00,1.4,8.1,78.0,33.0,248.54
7.815,8.5625,4.1575,42.2175,88.69,9.57249999999999,27.8175,24.625,17.7575,26.76,2021-12-02 20:00:00,0.9,7.9,83.0,45.0,257.97499999999997
7.085,8.435,3.92,32.8075,83.9575,8.9375,26.09,21.96,18.3,27.51,2021-12-02 21:00:00,0.1,8.2,74.0,46.0,239.0025
5.475,7.755,3.4225,32.9425,72.815,8.41500000000001,22.965,20.0225,16.795,23.5525,2021-12-02 22:00:00,0.1,8.0,72.0,39.0,214.16000000000003
5.3475,7.5725,2.7925,31.35,66.3475,8.3175,21.1875,17.485,16.9325,23.71,2021-12-02 23:00:00,0.1,8.2,70.0,33.0,201.0425
5.1675,7.01,2.57,31.4425,58.9575,8.435,18.425,14.7875,15.1675,19.9475,2021-12-03 00:00:00,0.0,8.5,68.0,23.0,181.91
4.58,6.6275,2.375,27.21,53.36,7.17,16.06,12.5725,17.6525,21.1,2021-12-03 01:00:00,0.0,8.9,68.0,22.0,168.7075
5.075,6.5575,2.235,27.2125,51.6325,6.8675,14.5925,12.1575,17.685,22.145,2021-12-03 02:00:00,0.0,8.4,70.0,24.0,166.16000000000003
6.18,6.9575,2.2075,27.845,50.6925,7.3275,14.395,11.715,16.115,20.0525,2021-12-03 03:00:00,0.0,8.3,70.0,17.0,163.4875
4.425,7.05,2.205,22.4225,51.2525,7.0425,15.24,11.905,15.375,19.59,2021-12-03 04:00:00,0.0,8.4,68.0,20.0,156.5075
5.5075,6.9675,2.4375,22.1875,55.0925,7.91,16.1675,13.8,16.465,21.6575,2021-12-03 05:00:00,0.0,8.5,66.0,20.0,168.1925
6.66,8.135,3.695,34.42,70.91,8.765,22.16,17.7925,16.2075,23.865,2021-12-03 06:00:00,0.0,8.8,65.0,19.0,212.60999999999999
7.6125,9.445,4.93,44.1575,98.635,10.61,30.9775,26.185,18.7475,27.865,2021-12-03 07:00:00,0.0,8.6,65.0,22.0,279.16499999999996
8.93,9.3275,4.56,45.065,99.58,9.71249999999998,31.41,30.86,20.0175,29.5475,2021-12-03 08:00:00,0.0,8.9,61.0,22.0,289.00999999999993
8.6175,9.03,4.1875,40.4675,93.1675,9.57250000000001,29.68,30.2575,22.21,30.9575,2021-12-03 09:00:00,0.0,9.0,62.0,30.0,278.14750000000004
8.14,8.7725,3.865,35.69,86.865,9.08499999999999,27.7325,28.7025,23.5725,31.2475,2021-12-03 10:00:00,0.0,9.8,56.0,33.0,263.67249999999996
8.63,8.45,4.0025,35.7375,83.7425,8.8025,26.1225,28.0275,23.0925,29.4625,2021-12-03 11:00:00,0.0,9.8,58.0,40.0,256.07
8.9075,8.16,3.8575,37.07,84.62,9.6875,24.555,27.21,22.4025,31.125,2021-12-03 12:00:00,0.0,9.8,58.0,38.0,257.595
8.8675,8.72,3.845,38.6725,85.1825,8.73750000000001,27.695,26.6375,25.4925,31.013333333333332,2021-12-03 13:00:00,0.0,9.9,50.0,37.0,264.86333333333334
9.7075,8.2925,3.6,37.9125,82.6525,9.02250000000001,25.63,24.61,24.6375,30.901666666666667,2021-12-03 14:00:00,0.1,10.1,49.0,36.0,256.96666666666664
9.215,8.4025,3.67,36.6725,79.0225,8.28,24.4175,24.5775,22.1825,30.79,2021-12-03 15:00:00,0.0,9.8,47.0,34.0,247.23
7.51,8.0775,3.64,38.125,77.76,9.36,23.425,24.2375,20.995,30.678333333333335,2021-12-03 16:00:00,0.0,9.5,53.0,31.0,243.8083333333334
7.3775,8.1175,4.0975,34.445,78.41,8.91,23.515,24.66,20.055,30.566666666666666,2021-12-03 17:00:00,0.0,8.7,55.0,33.0,240.15416666666667
7.7325,8.4875,3.9675,35.4775,82.08,9.9825,26.06,23.2725,19.5625,30.455,2021-12-03 18:00:00,0.0,8.3,58.0,40.0,247.0775
8.1,8.795,3.91,35.1225,84.125,9.675,25.9775,24.0975,18.405,30.343333333333334,2021-12-03 19:00:00,0.0,8.0,56.0,39.0,248.55083333333334
9.4125,8.6125,4.1625,39.06,85.125,10.0025,27.2625,22.73,19.685,30.231666666666666,2021-12-03 20:00:00,0.0,7.6,63.0,38.0,256.28416666666664
7.2375,8.32,3.6175,37.2975,78.235,9.65000000000001,25.875,21.065,19.6375,30.12,2021-12-03 21:00:00,0.0,7.3,63.0,36.0,241.05499999999998
4.4175,7.825,3.0975,31.44,70.6925,9.4725,21.515,18.5375,19.37,30.008333333333333,2021-12-03 22:00:00,0.0,7.1,57.0,37.0,216.3758333333333
4.1,7.6825,2.815,30.49,67.095,8.36,20.47,16.95,17.7725,29.89666666666667,2021-12-03 23:00:00,0.0,7.0,58.0,35.0,205.63166666666666
3.9725,7.17,2.6075,28.1625,59.6975,7.20249999999999,18.9725,15.21,16.475,29.785,2021-12-04 00:00:00,0.0,6.6,54.0,30.0,189.25499999999997
4.3,6.7275,2.4125,24.865,54.2775,8.175,16.34,12.845,19.3025,29.673333333333332,2021-12-04 01:00:00,0.0,5.8,56.0,17.0,178.91833333333335
4.3025,6.7525,2.2225,21.575,50.9175,7.69999999999999,15.9475,11.8225,16.7525,29.561666666666667,2021-12-04 02:00:00,0.0,5.3,58.0,24.0,167.55416666666667
4.305,7.0075,2.23,21.025,50.77,7.375,14.985,11.925,16.1575,29.45,2021-12-04 03:00:00,0.0,5.1,57.0,19.0,165.23
4.18,6.93375,2.2375,26.11,51.6575,7.395,15.3725,11.735,16.41,29.338333333333335,2021-12-04 04:00:00,0.0,5.4,54.0,13.0,171.36958333333334
4.4125,6.86,2.4525,28.22,53.2475,7.83499999999999,15.5625,12.555,16.0925,29.226666666666667,2021-12-04 05:00:00,0.0,5.1,57.0,6.0,176.46416666666664
6.0525,7.0975,2.73,32.07,59.7575,8.09999999999999,17.8675,14.88,16.35,29.115000000000002,2021-12-04 06:00:00,0.0,5.1,55.0,6.0,194.02
7.5125,8.295,3.815,36.135,75.445,8.58,23.655,19.3,17.4525,29.003333333333334,2021-12-04 07:00:00,0.0,5.1,54.0,5.0,229.19333333333333
8.58,9.425,4.6075,44.15,92.9425,10.9875,29.815,26.665,20.3625,28.891666666666666,2021-12-04 08:00:00,0.0,5.2,55.0,6.0,276.4266666666667
9.075,10.1475,5.185,43.0875,100.715,8.80000000000001,35.255,29.1925,18.4825,28.78,2021-12-04 09:00:00,0.0,6.1,52.0,6.0,288.72
9.535,9.915,5.31,39.1025,99.3775,11.375,32.155,28.4925,17.9925,28.668333333333333,2021-12-04 10:00:00,0.0,6.6,50.0,4.0,281.92333333333335
8.695,9.485,4.74,40.475,91.1475,10.2675,27.53,26.985,18.6075,28.55666666666667,2021-12-04 11:00:00,0.0,7.4,43.0,5.0,266.4891666666667
8.1425,9.025,4.4975,38.82,87.02,9.42,28.79,25.8175,19.345,28.445,2021-12-04 12:00:00,0.0,8.5,46.0,5.0,259.3225
7.21,8.8225,4.175,40.3825,88.2625,10.1475,28.165,25.525,19.1425,28.333333333333336,2021-12-04 13:00:00,0.0,8.8,41.0,4.0,260.16583333333335
6.775,8.8425,4.34,39.04,83.715,8.55499999999999,26.765,23.3825,19.965,28.221666666666668,2021-12-04 14:00:00,0.0,8.5,44.0,4.0,249.60166666666663
6.8825,8.66,4.0,37.505,80.2025,9.95999999999999,25.17,23.97,18.335,28.11,2021-12-04 15:00:00,0.0,8.7,54.0,4.0,242.79500000000002
5.8175,9.075,3.9725,35.08,79.835,8.145,25.1625,24.4775,17.8025,27.998333333333335,2021-12-04 16:00:00,0.0,8.9,56.0,6.0,237.3658333333333
5.785,8.7975,3.9475,34.2125,80.095,9.20499999999998,25.4475,22.2175,17.1825,27.886666666666667,2021-12-04 17:00:00,0.0,9.0,56.0,5.0,234.77666666666664
5.4575,8.3425,3.915,33.785,80.245,8.05500000000001,25.555,23.165,16.9225,27.775,2021-12-04 18:00:00,0.0,9.6,64.0,8.0,233.2175
7.0575,8.5075,3.9,33.91,81.4225,10.2925,26.6825,24.1375,16.405,27.663333333333334,2021-12-04 19:00:00,0.0,8.8,68.0,8.0,239.97833333333332
6.995,8.61,4.23,34.6075,80.4675,9.80000000000001,25.5225,23.0925,16.265,27.551666666666666,2021-12-04 20:00:00,0.0,8.8,69.0,8.0,237.1416666666667
6.5525,8.355,3.5925,35.305,74.385,8.22000000000001,24.87,20.6225,16.0475,27.44,2021-12-04 21:00:00,0.0,9.0,69.0,10.0,225.39
5.3725,7.67,3.01,33.1175,67.3775,8.46499999999999,22.155,18.2625,15.8575,27.328333333333333,2021-12-04 22:00:00,1.3,7.4,87.0,12.0,208.61583333333328
4.7275,7.3525,3.0375,31.51,64.9425,9.0675,20.325,17.0175,15.8075,27.21666666666667,2021-12-04 23:00:00,1.0,7.8,90.0,5.0,201.00416666666663
5.175,7.0,2.6825,29.2425,60.3475,7.9325,19.0075,14.6,15.67,27.105,2021-12-05 00:00:00,1.1,8.1,91.0,7.0,188.76249999999996
4.6025,6.8625,2.5725,26.4825,55.12,6.95500000000001,16.6375,13.2125,17.0075,26.993333333333332,2021-12-05 01:00:00,0.3,8.3,92.0,5.0,176.44583333333335
4.1025,6.645,2.3025,19.69,52.0025,7.22250000000001,15.425,11.7275,15.835,26.881666666666668,2021-12-05 02:00:00,0.1,8.4,93.0,4.0,161.83416666666668
4.14,6.6175,2.2575,22.08,51.575,7.10500000000002,14.7575,11.8875,14.7925,26.77,2021-12-05 03:00:00,0.2,8.6,94.0,3.0,161.98250000000004
4.0025,6.6425,2.325,26.2475,51.45,6.91749999999999,14.9325,11.14,14.8275,26.658333333333335,2021-12-05 04:00:00,0.0,8.7,95.0,4.0,165.14333333333335
3.5425,6.7025,2.3225,25.795,51.8175,7.0,15.6425,12.0075,15.655,26.546666666666667,2021-12-05 05:00:00,0.4,8.7,95.0,4.0,167.0316666666667
4.3525,7.0975,2.68,27.8975,55.57,7.7775,16.65,13.5025,14.86,26.435000000000002,2021-12-05 06:00:00,1.2,8.7,96.0,5.0,176.8225
5.595,7.9825,3.42,33.705,66.0825,7.14249999999998,19.635,15.9025,15.14,26.323333333333334,2021-12-05 07:00:00,1.2,8.8,96.0,5.0,200.92833333333328
6.3225,9.095,4.25,40.3475,85.2575,8.75500000000001,25.8925,20.9775,16.375,26.211666666666666,2021-12-05 08:00:00,0.0,9.3,96.0,7.0,243.48416666666662
6.9675,9.78,5.26,45.3925,96.8325,10.7400000000001,31.27,27.2725,17.3175,26.1,2021-12-05 09:00:00,0.0,10.0,95.0,6.0,276.9325000000001
7.665,9.9225,5.5375,39.8975,99.515,10.9725,33.1125,26.895,16.555,25.988333333333333,2021-12-05 10:00:00,2.2,7.1,95.0,22.0,276.06083333333333
7.2225,9.94,5.005,38.2425,96.5,13.285,29.9675,24.9,17.315,25.87666666666667,2021-12-05 11:00:00,0.0,7.2,93.0,13.0,268.25416666666666
7.485,9.7125,4.9125,41.4475,92.7375,9.8475,29.1275,25.7675,16.78,25.765,2021-12-05 12:00:00,0.3,6.8,93.0,10.0,263.5825
7.6075,8.7325,4.685,42.5,90.47,9.08500000000001,27.8975,23.8875,20.795,25.653333333333336,2021-12-05 13:00:00,0.0,6.9,92.0,5.0,261.3133333333334
7.565,8.69,4.2475,37.0775,83.615,10.5075,25.82,23.185,17.6125,25.541666666666668,2021-12-05 14:00:00,0.0,7.2,90.0,4.0,243.86166666666665
7.0375,8.8225,4.17,37.78,79.745,9.8275,24.245,22.4225,15.815,25.43,2021-12-05 15:00:00,0.0,7.5,87.0,6.0,235.29500000000002
6.4975,8.225,3.9325,37.635,78.51,8.28250000000003,25.8225,22.745,15.6275,25.318333333333335,2021-12-05 16:00:00,0.1,7.6,79.0,11.0,232.59583333333336
6.7175,8.6875,3.92,34.09,81.0975,8.91499999999999,26.2575,22.3875,17.315,25.206666666666667,2021-12-05 17:00:00,0.0,8.0,71.0,14.0,234.59416666666664
7.1425,8.71,4.0025,34.4975,82.9075,10.2825,25.3375,23.26,16.8125,25.095,2021-12-05 18:00:00,0.0,7.9,67.0,32.0,238.04749999999999
6.6025,8.875,4.21,37.2025,85.795,11.1875,27.615,24.11,16.945,24.983333333333334,2021-12-05 19:00:00,0.0,8.1,66.0,35.0,247.52583333333337
6.6625,8.77,4.3925,37.085,86.58,10.3125,28.38,23.7375,16.9375,24.87166666666667,2021-12-05 20:00:00,0.0,8.1,65.0,32.0,247.72916666666669
5.9425,8.4575,3.8425,33.1575,78.6,9.74500000000001,25.6875,22.335,16.9675,24.76,2021-12-05 21:00:00,0.0,8.0,65.0,39.0,229.495
5.02,7.8275,3.3075,32.5375,71.4225,7.9175,23.3975,18.92,17.35,24.648333333333333,2021-12-05 22:00:00,0.0,7.8,66.0,39.0,212.34833333333336
8.32,7.515,2.9575,29.9075,65.465,8.3475,21.2825,17.525,17.195,24.53666666666667,2021-12-05 23:00:00,0.0,7.6,68.0,39.0,203.05166666666668
12.625,6.9625,2.565,27.6875,58.2475,7.4025,19.0575,15.205,17.075,24.425,2021-12-06 00:00:00,0.0,7.5,68.0,38.0,191.25250000000003
4.2975,6.71,2.3625,22.9625,52.805,7.15249999999999,15.6525,12.485,16.1825,24.313333333333333,2021-12-06 01:00:00,0.0,7.5,68.0,40.0,164.92333333333332
5.23,6.6725,2.3075,22.4775,51.1475,6.7,15.0325,12.3,15.7825,24.201666666666668,2021-12-06 02:00:00,0.0,7.6,67.0,39.0,161.8516666666667
5.815,6.6525,2.23,27.16,51.22,6.3075,14.2575,11.8425,16.54,24.09,2021-12-06 03:00:00,0.0,7.5,68.0,40.0,166.115
5.765,6.7625,2.26,28.3175,51.8125,6.1125,14.5475,11.425,15.1475,23.978333333333335,2021-12-06 04:00:00,0.0,7.4,66.0,39.0,166.1283333333333
7.0975,7.145,2.5825,28.66,54.2575,7.27000000000001,16.605,13.82,16.385,23.866666666666667,2021-12-06 05:00:00,0.0,7.4,67.0,36.0,177.6891666666667
8.145,8.165,3.7425,35.2025,69.765,8.68250000000001,21.4925,17.4625,17.32,23.755000000000003,2021-12-06 06:00:00,0.0,7.5,68.0,42.0,213.73250000000002
8.69,9.5,4.8075,44.245,96.0375,11.13,30.2625,26.6175,19.7375,23.643333333333334,2021-12-06 07:00:00,0.0,7.9,63.0,45.0,274.6708333333333
8.8425,9.5325,4.6675,42.2025,99.57,9.65750000000003,32.0675,29.19,20.9325,23.531666666666666,2021-12-06 08:00:00,0.0,7.7,64.0,46.0,280.19416666666666
10.045,9.345,4.58,38.605,93.3775,10.85,29.795,29.8825,20.5925,23.42,2021-12-06 09:00:00,0.0,7.9,61.0,47.0,270.49249999999995
